"Land";"RB";"Kreis";"Gem";"Name";"Flaeche";"Einwohner";"maennlich";"weiblich";"plz"
9;3;72;115;"Blaibach";17,02;2044;1009;1035;93476
9;3;72;116;"Cham, Stadt";80,68;17245;8406;8839;93413
9;3;72;117;"Chamerau";23,41;2686;1312;1374;93466
9;3;72;124;"Eschlkam, Markt";60,53;3530;1746;1784;93458
9;3;72;125;"Falkenstein, Markt";45,46;3312;1664;1648;93167
9;3;72;126;"Furth im Wald, Stadt";67,07;9300;4550;4750;93437
9;3;72;128;"Gleißenberg";15,39;923;463;460;93477
9;3;72;130;"Grafenwiesen";10,22;1634;812;822;93479
9;3;72;135;"Hohenwarth";24,22;2075;995;1080;93480
9;3;72;137;"Bad Kötzting, Stadt";62,17;7319;3609;3710;93444
9;3;72;138;"Lam, Markt";33,4;2875;1400;1475;93462
9;3;72;142;"Michelsneukirchen";32,86;1785;885;900;93185
9;3;72;143;"Miltach";25,24;2353;1166;1187;93468
9;3;72;144;"Neukirchen b.Hl.Blut, Markt";59,85;3949;1955;1994;93453
9;3;72;146;"Pemfling";44,53;2237;1094;1143;93482
9;3;72;147;"Pösing";9,13;977;508;469;93483
9;3;72;149;"Reichenbach";9,71;1204;784;420;93189
9;3;72;150;"Rettenbach";27,1;1787;889;898;93191
9;3;72;151;"Rimbach";24,67;2052;1030;1022;93485
9;3;72;153;"Roding, Stadt";113,79;11480;5646;5834;93426
9;3;72;154;"Rötz, Stadt";66,68;3520;1767;1753;92444
9;3;72;155;"Runding";20,94;2358;1141;1217;93486
9;3;72;157;"Schönthal";43,7;2056;1024;1032;93488
9;3;72;158;"Schorndorf";38,54;2578;1278;1300;93489
9;3;72;161;"Stamsried, Markt";43,42;2206;1134;1072;93491
9;3;72;163;"Tiefenbach";45,83;2137;1066;1071;93464
9;3;72;164;"Traitsching";45,41;4076;2031;2045;93455
9;3;72;165;"Treffelstein";20,86;1026;538;488;93492
9;3;72;167;"Zell";32,83;1843;944;899;93199
9;3;72;168;"Waffenbrunn";25,16;2061;1009;1052;93494
9;3;72;169;"Wald";37,77;2807;1421;1386;93192
9;3;72;170;"Walderbach";26,97;2083;1046;1037;93194
9;3;72;171;"Waldmünchen, Stadt";101,16;7157;3524;3633;93449
9;3;72;174;"Weiding";28,17;2592;1301;1291;93495
9;3;72;175;"Willmering";10,3;2156;1061;1095;93497
9;3;72;177;"Zandt";21,61;1867;913;954;93499
9;3;72;178;"Lohberg";59,25;2086;1024;1062;93470
9;3;73;112;"Berching, Stadt";131,18;8714;4332;4382;92334
9;3;73;113;"Berg b.Neumarkt i.d.OPf.";65,14;7612;3825;3787;92348
9;3;73;114;"Berngau";27,12;2420;1231;1189;92361
9;3;73;115;"Breitenbrunn, Markt";70,79;3491;1758;1733;92363
9;3;73;119;"Deining";71,37;4311;2160;2151;92364
9;3;73;121;"Dietfurt a.d.Altmühl, Stadt";78,83;6071;3073;2998;92345
9;3;73;126;"Freystadt, Stadt";80,55;8491;4302;4189;92342
9;3;73;134;"Hohenfels, Markt";137,1;2170;1089;1081;92366
9;3;73;140;"Lauterhofen, Markt";77,46;3672;1783;1889;92283
9;3;73;143;"Lupburg, Markt";30,69;2374;1233;1141;92331
9;3;73;146;"Mühlhausen";36,97;4614;2358;2256;92360
9;3;73;147;"Neumarkt i.d.OPf., Stadt";79,01;39414;18905;20509;92318
9;3;73;151;"Parsberg, Stadt";57,32;6472;3229;3243;92331
9;3;73;153;"Pilsach";47,66;2651;1343;1308;92367
9;3;73;155;"Postbauer-Heng, Markt";24,65;7371;3694;3677;92353
9;3;73;156;"Pyrbaum, Markt";50,28;5645;2802;2843;90602
9;3;73;159;"Sengenthal";28,51;2702;1496;1206;92369
9;3;73;160;"Seubersdorf i.d.OPf.";68,28;5087;2516;2571;92358
9;3;73;167;"Velburg, Stadt";175,66;5247;2626;2621;92355
9;3;73;444;"Neumarkt i.d.OPf., 1 gemfr. Gebiet";5,51;0;0;0;NA
9;3;74;111;"Altenstadt a.d.Waldnaab";22,04;5009;2414;2595;92665
9;3;74;117;"Eschenbach i.d.OPf., Stadt";35,14;3993;1974;2019;92676
9;3;74;118;"Eslarn, Markt";55,23;2958;1504;1454;92693
9;3;74;119;"Etzenricht";13,58;1657;818;839;92694
9;3;74;121;"Floß, Markt";54,41;3547;1727;1820;92685
9;3;74;122;"Flossenbürg";23,27;1749;845;904;92696
9;3;74;123;"Georgenberg";33,43;1449;735;714;92697
9;3;74;124;"Grafenwöhr, Stadt";216,21;6901;3455;3446;92655
9;3;74;127;"Irchenrieth";5,27;1168;580;588;92699
9;3;74;128;"Kirchendemenreuth";39,31;906;470;436;92665
9;3;74;129;"Kirchenthumbach, Markt";67,42;3346;1707;1639;91281
9;3;74;131;"Kohlberg, Markt";33,51;1261;636;625;92702
9;3;74;132;"Leuchtenberg, Markt";32,38;1310;636;674;92705
9;3;74;133;"Luhe-Wildenau, Markt";38,66;3480;1722;1758;92706
9;3;74;134;"Mantel, Markt";16,85;2989;1476;1513;92708
9;3;74;137;"Moosbach, Markt";63,75;2522;1253;1269;92709
9;3;74;139;"Neustadt a.d.Waldnaab, Stadt";9,94;6005;2903;3102;92660
9;3;74;140;"Neustadt am Kulm, Stadt";20,3;1334;653;681;95514
9;3;74;144;"Parkstein, Markt";27,17;2319;1154;1165;92711
9;3;74;146;"Pirk";26,18;1842;901;941;92712
9;3;74;147;"Pleystein, Stadt";36,1;2648;1308;1340;92714
9;3;74;148;"Trabitz";26,67;1390;688;702;92724
9;3;74;149;"Pressath, Stadt";66,32;4601;2240;2361;92690
9;3;74;150;"Püchersreuth";25,21;1641;849;792;92715
9;3;74;154;"Schirmitz";4,97;2125;1040;1085;92718
9;3;74;155;"Schlammersdorf";20,35;909;461;448;95519
9;3;74;156;"Schwarzenbach";11,9;1138;551;587;92720
9;3;74;157;"Speinshart";23,76;1135;563;572;92676
9;3;74;158;"Störnstein";10,92;1501;748;753;92721
9;3;74;159;"Tännesberg, Markt";46,55;1544;759;785;92723
9;3;74;160;"Theisseil";21,4;1228;630;598;92637
9;3;74;162;"Vohenstrauß, Stadt";74,06;7688;3742;3946;92648
9;3;74;163;"Vorbach";13,53;1057;545;512;95519
9;3;74;164;"Waidhaus, Markt";37;2461;1249;1212;92726
9;3;74;165;"Waldthurn, Markt";30,96;2133;1065;1068;92727
9;3;74;166;"Weiherhammer";39,9;3989;1971;2018;92729
9;3;74;168;"Windischeschenbach, Stadt";36,37;5489;2663;2826;92670
9;3;74;170;"Bechtsrieth";4,78;1074;541;533;92699
9;3;74;444;"Neustadt a.d.Waldnaab, 5 gemfr. Gebiete";64,95;0;0;0;NA
9;3;75;113;"Alteglofsheim";13,21;3199;1598;1601;93087
9;3;75;114;"Altenthann";21,61;1567;806;761;93177
9;3;75;115;"Aufhausen";27,31;1754;890;864;93089
9;3;75;116;"Bach a.d.Donau";14,77;1795;907;888;93090
9;3;75;117;"Barbing";30,52;4707;2410;2297;93092
9;3;75;118;"Beratzhausen, Markt";72,53;5673;2783;2890;93176
9;3;75;119;"Bernhardswald";71,89;5657;2797;2860;93170
9;3;75;120;"Brennberg";30,56;1840;914;926;93179
9;3;75;122;"Brunn";12,95;1343;677;666;93164
9;3;75;127;"Deuerling";7,13;2092;1065;1027;93180
9;3;75;130;"Donaustauf, Markt";9,71;3769;1881;1888;93093
9;3;75;131;"Duggendorf";22,02;1622;825;797;93182
9;3;75;143;"Hagelstadt";20,74;2009;1002;1007;93095
9;3;75;148;"Hemau, Stadt";122,29;8552;4339;4213;93155
9;3;75;153;"Holzheim a.Forst";15,64;1017;507;510;93183
9;3;75;156;"Kallmünz, Markt";43,19;2881;1385;1496;93183
9;3;75;161;"Köfering";5,28;2375;1218;1157;93096
9;3;75;162;"Laaber, Markt";28,77;5206;2640;2566;93164
9;3;75;165;"Lappersdorf, Markt";31,66;12909;6269;6640;93138
9;3;75;170;"Mintraching";53,88;4717;2334;2383;93098
9;3;75;171;"Mötzing";36,17;1494;753;741;93099
9;3;75;174;"Neutraubling, Stadt";9,75;12583;6183;6400;93073
9;3;75;175;"Nittendorf, Markt";32,91;9020;4395;4625;93152
9;3;75;179;"Obertraubling";24,82;7414;3662;3752;93083
9;3;75;180;"Pentling";32,54;5645;2855;2790;93080
9;3;75;181;"Pettendorf";24,58;3274;1636;1638;93186
9;3;75;182;"Pfakofen";15,28;1566;795;771;93101
9;3;75;183;"Pfatter";48,13;3126;1571;1555;93102
9;3;75;184;"Pielenhofen";13,25;1388;698;690;93188
9;3;75;190;"Regenstauf, Markt";99,53;14963;7375;7588;93128
9;3;75;191;"Riekofen";23,93;811;406;405;93104
9;3;75;196;"Schierling, Markt";77,61;7200;3578;3622;84069
9;3;75;199;"Sinzing";44,22;6821;3363;3458;93161
9;3;75;201;"Sünching";19,42;1979;966;1013;93104
9;3;75;204;"Tegernheim";11,42;4581;2224;2357;93105
9;3;75;205;"Thalmassing";37,11;3303;1609;1694;93107
9;3;75;208;"Wenzenbach";29,84;8208;4132;4076;93173
9;3;75;209;"Wiesent";21,98;2528;1260;1268;93109
9;3;75;210;"Wörth a.d.Donau, Stadt";52,31;4472;2264;2208;93086
9;3;75;211;"Wolfsegg";7,46;1497;771;726;93195
9;3;75;213;"Zeitlarn";16,11;5831;2889;2942;93197
9;3;75;444;"Regensburg, 4 gemfr. Gebiete";58,39;0;0;0;NA
9;3;76;112;"Altendorf";23,15;951;489;462;92540
9;3;76;116;"Bodenwöhr";51,91;3998;1998;2000;92439
9;3;76;117;"Bruck i.d.OPf., Markt";36,82;4425;2138;2287;92436
9;3;76;119;"Burglengenfeld, Stadt";93,29;12340;5996;6344;93133
9;3;76;122;"Dieterskirchen";24,14;1060;539;521;92542
9;3;76;125;"Fensterbach";26,83;2476;1259;1217;92269
9;3;76;131;"Gleiritsch";10,94;667;329;338;92723
9;3;76;133;"Guteneck";35,06;881;453;428;92543
9;3;76;141;"Maxhütte-Haidhof, Stadt";34,7;10460;5186;5274;93142
9;3;76;144;"Nabburg, Stadt";62,39;6068;2967;3101;92507
9;3;76;146;"Neukirchen-Balbini, Markt";47,09;1143;596;547;92445
9;3;76;147;"Neunburg vorm Wald, Stadt";110,16;8188;4097;4091;92431
9;3;76;148;"Niedermurach";29,96;1296;654;642;92545
9;3;76;149;"Nittenau, Stadt";93,15;8428;4186;4242;93149
9;3;76;150;"Wernberg-Köblitz, Markt";66,04;5780;2917;2863;92533
9;3;76;151;"Oberviechtach, Stadt";62,41;4974;2402;2572;92526
9;3;76;153;"Pfreimd, Stadt";51,44;5570;2813;2757;92536
9;3;76;159;"Schmidgaden";41,23;2902;1477;1425;92546
9;3;76;160;"Schönsee, Stadt";50,26;2728;1376;1352;92539
9;3;76;161;"Schwandorf, Stadt";123,75;28164;13880;14284;92421
9;3;76;162;"Schwarzach b.Nabburg";27,35;1546;798;748;92548
9;3;76;163;"Schwarzenfeld, Markt";38,26;6234;3008;3226;92521
9;3;76;164;"Schwarzhofen, Markt";36,1;1470;771;699;92447
9;3;76;167;"Stadlern";10,55;631;311;320;92549
9;3;76;168;"Steinberg am See";20,22;1825;899;926;92449
9;3;76;169;"Stulln";15,52;1673;794;879;92551
9;3;76;170;"Teublitz, Stadt";38,25;7464;3727;3737;93158
9;3;76;171;"Teunz";30,73;1997;968;1029;92552
9;3;76;172;"Thanstein";27,85;999;507;492;92554
9;3;76;173;"Trausnitz";17,62;985;480;505;92555
9;3;76;175;"Wackersdorf";33,56;5047;2536;2511;92442
9;3;76;176;"Weiding";22,43;593;325;268;92557
9;3;76;178;"Winklarn, Markt";33,73;1448;720;728;92559
9;3;76;444;"Schwandorf, 4 gemfr. Gebiete";45,93;0;0;0;NA
9;3;77;112;"Bärnau, Stadt";74,43;3421;1693;1728;95671
9;3;77;113;"Brand";9,48;1181;558;623;95682
9;3;77;115;"Ebnath";11,05;1400;692;708;95683
9;3;77;116;"Erbendorf, Stadt";67,55;5341;2629;2712;92681
9;3;77;117;"Falkenberg, Markt";39,34;965;497;468;95685
9;3;77;118;"Friedenfels";16,3;1328;670;658;95688
9;3;77;119;"Fuchsmühl, Markt";14,84;1770;862;908;95689
9;3;77;127;"Immenreuth";18,05;1868;947;921;95505
9;3;77;128;"Kastl";24,74;1385;712;673;95506
9;3;77;129;"Kemnath, Stadt";56,82;5285;2566;2719;95478
9;3;77;131;"Konnersreuth, Markt";23,48;1951;1006;945;95692
9;3;77;132;"Krummennaab";17,7;1656;815;841;92703
9;3;77;133;"Kulmain";32,31;2416;1192;1224;95508
9;3;77;137;"Leonberg";51,34;1031;524;507;95666
9;3;77;139;"Mähring, Markt";72,94;1946;1001;945;95695
9;3;77;141;"Mitterteich, Stadt";39,38;7094;3472;3622;95666
9;3;77;142;"Neualbenreuth, Markt";50,13;1541;777;764;95698
9;3;77;143;"Neusorg";17,85;2006;991;1015;95700
9;3;77;145;"Pechbrunn";26,46;1439;714;725;95701
9;3;77;146;"Plößberg, Markt";74,16;3481;1749;1732;95703
9;3;77;148;"Pullenreuth";43,16;1853;948;905;95704
9;3;77;149;"Reuth b.Erbendorf";16,89;1220;637;583;92717
9;3;77;154;"Tirschenreuth, Stadt";103,94;9284;4431;4853;95643
9;3;77;157;"Waldershof, Stadt";60,39;4572;2250;2322;95679
9;3;77;158;"Waldsassen, Stadt";66,52;7347;3564;3783;95652
9;3;77;159;"Wiesau, Markt";42,69;4308;2062;2246;95676
9;3;77;444;"Tirschenreuth, 3 gemfr. Gebiete";12,37;0;0;0;NA
9;4;61;0;"Bamberg, Stadt";54,62;69574;32394;37180;96047
9;4;62;0;"Bayreuth, Stadt";66,97;73503;35226;38277;95444
9;4;63;0;"Coburg, Stadt";48,3;41638;19712;21926;96450
9;4;64;0;"Hof, Stadt";58,08;48191;22932;25259;95028
9;4;71;111;"Altendorf";8,7;1950;965;985;96146
9;4;71;115;"Baunach, Stadt";32,14;3952;2012;1940;96148
9;4;71;117;"Bischberg";17,54;6013;2948;3065;96120
9;4;71;119;"Breitengüßbach";16,85;4563;2237;2326;96149
9;4;71;120;"Burgebrach, Markt";87,86;6474;3266;3208;96138
9;4;71;122;"Burgwindheim, Markt";37,38;1435;736;699;96154
9;4;71;123;"Buttenheim, Markt";30,05;3306;1684;1622;96155
9;4;71;128;"Ebrach, Markt";29,55;1873;1040;833;96157
9;4;71;131;"Frensdorf";44;4838;2425;2413;96158
9;4;71;133;"Gerach";7,78;1012;509;503;96161
9;4;71;137;"Gundelsheim";3,77;3300;1598;1702;96163
9;4;71;140;"Hallstadt, Stadt";14,59;8581;4193;4388;96103
9;4;71;142;"Heiligenstadt i.OFr., Markt";76,71;3655;1797;1858;91332
9;4;71;145;"Hirschaid, Markt";40,98;11599;5668;5931;96114
9;4;71;150;"Kemmern";8,27;2592;1262;1330;96164
9;4;71;151;"Königsfeld";42,85;1368;706;662;96167
9;4;71;152;"Lauter";12,4;1148;567;581;96169
9;4;71;154;"Lisberg";8,36;1730;828;902;96170
9;4;71;155;"Litzendorf";25,86;6129;3085;3044;96123
9;4;71;159;"Memmelsdorf";26,24;8980;4432;4548;96117
9;4;71;165;"Oberhaid";27,04;4677;2314;2363;96173
9;4;71;169;"Pettstadt";9,88;1931;963;968;96175
9;4;71;172;"Pommersfelden";35,7;2907;1470;1437;96178
9;4;71;173;"Priesendorf";8,34;1549;756;793;96170
9;4;71;174;"Rattelsdorf, Markt";39,6;4544;2297;2247;96179
9;4;71;175;"Reckendorf";13,06;2024;1008;1016;96182
9;4;71;185;"Scheßlitz, Stadt";94,89;7158;3580;3578;96110
9;4;71;186;"Schönbrunn i.Steigerwald";24,69;1902;958;944;96185
9;4;71;189;"Stadelhofen";41,08;1253;648;605;96187
9;4;71;191;"Stegaurach";23,9;6841;3364;3477;96135
9;4;71;195;"Strullendorf";31,71;7797;3858;3939;96129
9;4;71;207;"Viereth-Trunstadt";15,83;3673;1828;1845;96191
9;4;71;208;"Walsdorf";16,23;2623;1290;1333;96194
9;4;71;209;"Wattendorf";22,23;709;347;362;96196
9;4;71;214;"Zapfendorf, Markt";30,55;5083;2507;2576;96199
9;4;71;220;"Schlüsselfeld, Stadt";70,25;5824;2904;2920;96132
9;4;71;444;"Bamberg, 10 gemfr. Gebiete";90,9;0;0;0;NA
9;4;72;111;"Ahorntal";41,7;2233;1106;1127;95491
9;4;72;115;"Aufseß";29,4;1352;684;668;91347
9;4;72;116;"Bad Berneck i.Fichtelgebirge, Stadt";33,56;4692;2294;2398;95460
9;4;72;118;"Betzenstein, Stadt";51,85;2533;1264;1269;91282
9;4;72;119;"Bindlach";37,6;7197;3418;3779;95463
9;4;72;121;"Bischofsgrün";8,39;2035;1002;1033;95493
9;4;72;127;"Creußen, Stadt";60,46;4720;2306;2414;95473
9;4;72;131;"Eckersdorf";36,17;5114;2450;2664;95488
9;4;72;133;"Emtmannsberg";22,33;1123;543;580;95517
9;4;72;138;"Fichtelberg";5,17;1990;958;1032;95686
9;4;72;139;"Gefrees, Stadt";50,3;4718;2350;2368;95482
9;4;72;140;"Gesees";9,9;1243;591;652;95494
9;4;72;141;"Glashütten";3,53;1485;738;747;95496
9;4;72;143;"Goldkronach, Stadt";23,24;3673;1817;1856;95497
9;4;72;146;"Haag";13,31;937;478;459;95473
9;4;72;150;"Heinersreuth";14,65;3809;1837;1972;95500
9;4;72;154;"Hollfeld, Stadt";80,66;5224;2527;2697;96142
9;4;72;155;"Hummeltal";18,41;2488;1205;1283;95503
9;4;72;156;"Kirchenpingarten";33,55;1404;731;673;95466
9;4;72;164;"Mehlmeisel";13,23;1392;691;701;95694
9;4;72;166;"Mistelbach";6,13;1603;776;827;95511
9;4;72;167;"Mistelgau";39,4;3918;1995;1923;95490
9;4;72;175;"Pegnitz, Stadt";100,01;13976;6769;7207;91257
9;4;72;176;"Plankenfels";14,02;886;445;441;95515
9;4;72;177;"Plech, Markt";15,29;1287;640;647;91287
9;4;72;179;"Pottenstein, Stadt";73,27;5476;2757;2719;91278
9;4;72;180;"Prebitz";20,98;1133;579;554;95473
9;4;72;184;"Schnabelwaid, Markt";21,28;1023;503;520;91289
9;4;72;188;"Seybothenreuth";17,44;1370;713;657;95517
9;4;72;190;"Speichersdorf";52,91;6204;3087;3117;95469
9;4;72;197;"Waischenfeld, Stadt";55,66;3198;1628;1570;91344
9;4;72;198;"Warmensteinach";17,53;2326;1127;1199;95485
9;4;72;199;"Weidenberg, Markt";68,92;6494;3213;3281;95466
9;4;72;444;"Bayreuth, 16 gemfr. Gebiete";183,46;0;0;0;NA
9;4;73;112;"Ahorn";19,85;4461;2162;2299;96482
9;4;73;120;"Dörfles-Esbach";3,83;3844;1866;1978;96487
9;4;73;121;"Ebersdorf b.Coburg";26,36;6227;3034;3193;96237
9;4;73;132;"Großheirath";22,27;2579;1301;1278;96269
9;4;73;134;"Grub a.Forst";11,97;3107;1560;1547;96271
9;4;73;138;"Itzgrund";33,08;2316;1148;1168;96274
9;4;73;141;"Lautertal";30,34;4157;2046;2111;96486
9;4;73;144;"Meeder";73,59;4005;1973;2032;96484
9;4;73;151;"Neustadt b.Coburg, Stadt";61,9;16368;8011;8357;96465
9;4;73;153;"Niederfüllbach";2,59;1669;809;860;96489
9;4;73;158;"Bad Rodach, Stadt";77,65;6436;3139;3297;96476
9;4;73;159;"Rödental, Stadt";49,98;13625;6649;6976;96472
9;4;73;165;"Seßlach, Stadt";72,52;4075;2083;1992;96145
9;4;73;166;"Sonnefeld";34,69;5192;2546;2646;96242
9;4;73;170;"Untersiemau";20,49;4241;2122;2119;96253
9;4;73;174;"Weidhausen b.Coburg";9,61;3314;1666;1648;96279
9;4;73;175;"Weitramsdorf";33,71;5170;2550;2620;96479
9;4;73;444;"Coburg, 3 gemfr. Gebiete";6,03;0;0;0;NA
9;4;74;119;"Dormitz";4,57;1991;1008;983;91077
9;4;74;121;"Ebermannstadt, Stadt";49,97;6783;3379;3404;91320
9;4;74;122;"Effeltrich";11,92;2716;1381;1335;91090
9;4;74;123;"Eggolsheim, Markt";48,91;6426;3196;3230;91330
9;4;74;124;"Egloffstein, Markt";28,05;2023;1020;1003;91349
9;4;74;126;"Forchheim, Stadt";44,46;30384;14583;15801;91301
9;4;74;129;"Gößweinstein, Markt";57,7;4156;2067;2089;91327
9;4;74;132;"Gräfenberg, Stadt";37,89;4073;2003;2070;91322
9;4;74;133;"Hallerndorf";41,33;3937;2017;1920;91352
9;4;74;134;"Hausen";13,52;3702;1883;1819;91353
9;4;74;135;"Heroldsbach";15,6;4989;2486;2503;91336
9;4;74;137;"Hetzles";11,74;1296;639;657;91077
9;4;74;138;"Hiltpoltstein, Markt";25,56;1555;821;734;91355
9;4;74;140;"Igensdorf, Markt";28,84;4800;2408;2392;91338
9;4;74;143;"Kirchehrenbach";8,21;2300;1155;1145;91356
9;4;74;144;"Kleinsendelbach";7,5;1540;757;783;91077
9;4;74;145;"Kunreuth";9,78;1358;669;689;91358
9;4;74;146;"Langensendelbach";9,59;2850;1410;1440;91094
9;4;74;147;"Leutenbach";19,39;1752;881;871;91359
9;4;74;154;"Neunkirchen a.Brand, Markt";26,4;7953;3947;4006;91077
9;4;74;156;"Obertrubach";21,15;2186;1125;1061;91286
9;4;74;158;"Pinzberg";13,31;1931;960;971;91361
9;4;74;160;"Poxdorf";5,16;1543;730;813;91099
9;4;74;161;"Pretzfeld, Markt";24,17;2470;1220;1250;91362
9;4;74;168;"Unterleinleiter";12,48;1271;639;632;91364
9;4;74;171;"Weilersbach";8,62;2045;1010;1035;91365
9;4;74;173;"Weißenohe";4,71;1124;561;563;91367
9;4;74;175;"Wiesenthau";6,41;1706;862;844;91369
9;4;74;176;"Wiesenttal, Markt";45,9;2537;1276;1261;91346
9;4;75;112;"Bad Steben, Markt";25,84;3561;1647;1914;95138
9;4;75;113;"Berg";38,91;2532;1267;1265;95180
9;4;75;120;"Döhlau";15,25;4123;2009;2114;95182
9;4;75;123;"Feilitzsch";30,21;2872;1459;1413;95183
9;4;75;127;"Gattendorf";22,19;1163;566;597;95185
9;4;75;128;"Geroldsgrün";15,57;3092;1503;1589;95179
9;4;75;136;"Helmbrechts, Stadt";58,64;9355;4494;4861;95233
9;4;75;137;"Issigau";18,69;1139;559;580;95188
9;4;75;141;"Köditz";31,47;2746;1369;1377;95189
9;4;75;142;"Konradsreuth";43,29;3510;1759;1751;95176
9;4;75;145;"Leupoldsgrün";10,26;1383;662;721;95191
9;4;75;146;"Lichtenberg, Stadt";9,47;1136;549;587;95192
9;4;75;154;"Münchberg, Stadt";68,78;11249;5380;5869;95213
9;4;75;156;"Naila, Stadt";37,05;8305;3912;4393;95119
9;4;75;158;"Oberkotzau, Markt";21,51;5768;2819;2949;95145
9;4;75;161;"Regnitzlosau";39,9;2580;1262;1318;95194
9;4;75;162;"Rehau, Stadt";80,33;9872;4762;5110;95111
9;4;75;165;"Schauenstein, Stadt";26,66;2122;1057;1065;95197
9;4;75;168;"Schwarzenbach a.d.Saale, Stadt";59,17;7738;3713;4025;95126
9;4;75;169;"Schwarzenbach a.Wald, Stadt";36,72;5059;2452;2607;95131
9;4;75;171;"Selbitz, Stadt";27,71;4660;2181;2479;95152
9;4;75;174;"Sparneck, Markt";16,36;1749;817;932;95234
9;4;75;175;"Stammbach, Markt";34,67;2516;1239;1277;95236
9;4;75;181;"Töpen";20,8;1213;598;615;95183
9;4;75;182;"Trogen";12,32;1606;764;842;95183
9;4;75;184;"Weißdorf";21,91;1292;637;655;95237
9;4;75;189;"Zell, Markt";31,24;2272;1093;1179;95239
9;4;75;444;"Hof, 4 gemfr. Gebiete";37,6;0;0;0;NA
9;4;76;145;"Kronach, Stadt";66,99;17884;8700;9184;96317
9;4;76;146;"Küps, Markt";35,65;8177;4051;4126;96328
9;4;76;152;"Ludwigsstadt, Stadt";58,73;3737;1840;1897;96337
9;4;76;154;"Mitwitz, Markt";33,19;2999;1484;1515;96268
9;4;76;159;"Nordhalben, Markt";21,91;2001;978;1023;96365
9;4;76;164;"Pressig, Markt";53,19;4225;2050;2175;96332
9;4;76;166;"Reichenbach";8,65;783;372;411;96358
9;4;76;171;"Schneckenlohe";9,31;1157;557;600;96277
9;4;76;175;"Steinbach a.Wald";36,14;3538;1743;1795;96361
9;4;76;177;"Steinwiesen, Markt";55,04;3778;1900;1878;96349
9;4;76;178;"Stockheim";25,37;5268;2595;2673;96342
9;4;76;179;"Tettau, Markt";23,81;2403;1197;1206;96355
9;4;76;180;"Teuschnitz, Stadt";34,26;2174;1045;1129;96358
9;4;76;182;"Tschirn";20,12;582;276;306;96367
9;4;76;183;"Marktrodach, Markt";33,32;3984;1971;2013;96364
9;4;76;184;"Wallenfels, Stadt";45,66;3053;1468;1585;96346
9;4;76;185;"Weißenbrunn";26,41;3091;1563;1528;96369
9;4;76;189;"Wilhelmsthal";42,92;4075;2009;2066;96352
9;4;76;444;"Kronach, 2 gemfr. Gebiete";20,86;0;0;0;NA
9;4;77;117;"Grafengehaig, Markt";20,8;1017;511;506;95356
9;4;77;118;"Guttenberg";10,65;557;276;281;95358
9;4;77;119;"Harsdorf";11,25;1076;529;547;95499
9;4;77;121;"Himmelkron";23,06;3523;1662;1861;95502
9;4;77;124;"Kasendorf, Markt";39,01;2617;1287;1330;95359
9;4;77;127;"Ködnitz";19,62;1671;809;862;95361
9;4;77;128;"Kulmbach, Stadt";92,78;27368;12963;14405;95326
9;4;77;129;"Kupferberg, Stadt";8,28;1093;554;539;95362
9;4;77;135;"Ludwigschorgast, Markt";5,94;986;479;507;95364
9;4;77;136;"Mainleus, Markt";49,42;6715;3354;3361;95336
9;4;77;138;"Marktleugast, Markt";33,89;3516;1736;1780;95352
9;4;77;139;"Marktschorgast, Markt";15,82;1629;828;801;95509
9;4;77;142;"Neudrossenfeld";50,23;3979;1978;2001;95512
9;4;77;143;"Neuenmarkt";18,95;3137;1534;1603;95339
9;4;77;148;"Presseck, Markt";54,81;2055;991;1064;95355
9;4;77;151;"Rugendorf";17,32;1054;533;521;95365
9;4;77;156;"Stadtsteinach, Stadt";39,8;3421;1631;1790;95346
9;4;77;157;"Thurnau, Markt";64,19;4504;2176;2328;95349
9;4;77;158;"Trebgast";17,09;1669;845;824;95367
9;4;77;159;"Untersteinach";11,42;1921;937;984;95369
9;4;77;163;"Wirsberg, Markt";17,21;1972;926;1046;95339
9;4;77;164;"Wonsees, Markt";36,79;1161;597;564;96197
9;4;78;111;"Altenkunstadt";32,92;5482;2675;2807;96264
9;4;78;116;"Burgkunstadt, Stadt";40,59;6895;3254;3641;96224
9;4;78;120;"Ebensfeld, Markt";68,73;5707;2888;2819;96250
9;4;78;127;"Hochstadt a.Main";13,79;1682;824;858;96272
9;4;78;139;"Lichtenfels, Stadt";122,28;21143;10312;10831;96215
9;4;78;143;"Marktgraitz, Markt";3,75;1313;631;682;96257
9;4;78;144;"Marktzeuln, Markt";6,86;1692;846;846;96275
9;4;78;145;"Michelau i.OFr.";19,36;6790;3362;3428;96247
9;4;78;155;"Redwitz a.d.Rodach";14,66;3424;1642;1782;96257
9;4;78;165;"Bad Staffelstein, Stadt";99,39;10631;5201;5430;96231
9;4;78;176;"Weismain, Stadt";90,14;4760;2405;2355;96260
9;4;78;444;"Lichtenfels, 2 gemfr. Gebiete";7,49;0;0;0;NA
9;4;79;111;"Bad Alexandersbad";8,94;1219;537;682;95680
9;4;79;112;"Arzberg, Stadt";43,2;5893;2827;3066;95659
9;4;79;126;"Höchstädt i.Fichtelgebirge";14,95;1215;594;621;95186
9;4;79;127;"Hohenberg a.d.Eger, Stadt";8,19;1503;716;787;95691
9;4;79;129;"Kirchenlamitz, Stadt";48,48;3817;1856;1961;95158
9;4;79;135;"Marktleuthen, Stadt";35,49;3556;1740;1816;95168
